Account,Date,Tweet Text,Compound,Positive,Neutral,Negative
@CBS,2018-03-17 19:00:02+00:00,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",0.0,0.0,1.0,0.0
@CBS,2018-03-17 17:42:43+00:00,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.6166,0.161,0.839,0.0
@CBS,2018-03-17 14:00:03+00:00,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.7096,0.247,0.753,0.0
@CBS,2018-03-16 22:53:21+00:00,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.296,0.104,0.896,0.0
@CBS,2018-03-16 18:15:53+00:00,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,1.0,0.0
@CBS,2018-03-16 16:28:40+00:00,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.6514,0.178,0.822,0.0
@CBS,2018-03-15 17:54:06+00:00,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",0.7088,0.237,0.763,0.0
@CBS,2018-03-15 17:20:26+00:00,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,-0.4939,0.077,0.766,0.157
@CBS,2018-03-15 16:42:41+00:00,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.6514,0.194,0.806,0.0
@CBS,2018-03-15 14:32:16+00:00,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.6115,0.266,0.734,0.0
@CBS,2018-03-14 19:30:01+00:00,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.6696,0.219,0.781,0.0
@CBS,2018-03-13 18:48:52+00:00,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.3612,0.143,0.857,0.0
@CBS,2018-03-13 14:15:10+00:00,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.539,0.179,0.821,0.0
@CBS,2018-03-12 18:13:28+00:00,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.2244,0.083,0.917,0.0
@CBS,2018-03-12 01:20:43+00:00,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,0.0,1.0,0.0
@CBS,2018-03-09 22:48:26+00:00,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.4926,0.117,0.883,0.0
@CBS,2018-03-09 22:24:20+00:00,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.1275,0.113,0.795,0.092
@CBS,2018-03-09 21:10:21+00:00,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.4215,0.177,0.823,0.0
@CBS,2018-03-09 18:27:28+00:00,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.553,0.0
@CBS,2018-03-09 16:02:27+00:00,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0
@CBS,2018-03-08 18:00:49+00:00,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.664,0.0
@CBS,2018-03-08 17:03:04+00:00,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.868,0.0
@CBS,2018-03-07 18:39:10+00:00,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23
@CBS,2018-03-07 17:06:02+00:00,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0
@CBS,2018-03-06 18:10:59+00:00,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0
@CBS,2018-03-05 22:16:43+00:00,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0
@CBS,2018-03-04 08:05:26+00:00,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0
@CBS,2018-03-03 20:55:20+00:00,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0
@CBS,2018-03-02 22:30:01+00:00,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0
@CBS,2018-03-02 20:30:01+00:00,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0
@CBS,2018-03-02 18:45:00+00:00,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0
@CBS,2018-03-01 18:59:01+00:00,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21
@CBS,2018-03-01 18:12:57+00:00,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092
@CBS,2018-03-01 18:11:50+00:00,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0
@CBS,2018-03-01 18:10:50+00:00,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151
@CBS,2018-03-01 14:36:21+00:00,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0
@CBS,2018-03-01 14:29:20+00:00,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0
@CBS,2018-03-01 14:15:29+00:00,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0
@CBS,2018-03-01 13:50:11+00:00,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0
@CBS,2018-03-01 01:04:52+00:00,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0
@CBS,2018-02-28 19:56:58+00:00,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0
@CBS,2018-02-28 19:08:30+00:00,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0
@CBS,2018-02-27 03:23:47+00:00,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0
@CBS,2018-02-26 22:50:32+00:00,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0
@CBS,2018-02-26 21:08:30+00:00,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0
@CBS,2018-02-26 19:53:41+00:00,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.895,0.0
@CBS,2018-02-26 18:32:36+00:00,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0
@CBS,2018-02-26 18:20:16+00:00,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0
@CBS,2018-02-26 16:53:56+00:00,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184
@CBS,2018-02-26 16:52:01+00:00,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0
@CBS,2018-02-26 16:17:55+00:00,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0
@CBS,2018-02-26 01:12:32+00:00,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0
@CBS,2018-02-25 21:51:32+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
@CBS,2018-02-25 21:51:22+00:00,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0
@CBS,2018-02-23 18:15:40+00:00,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0
@CBS,2018-02-22 19:26:52+00:00,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0
@CBS,2018-02-21 19:20:04+00:00,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0
@CBS,2018-02-21 18:19:25+00:00,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0
@CBS,2018-02-20 19:55:19+00:00,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0
@CBS,2018-02-20 17:58:18+00:00,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119
@CBS,2018-02-20 17:39:51+00:00,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0
@CBS,2018-02-17 01:07:20+00:00,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0
@CBS,2018-02-16 18:42:43+00:00,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0
@CBS,2018-02-16 17:48:20+00:00,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0
@CBS,2018-02-14 19:23:27+00:00,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0
@CBS,2018-02-13 20:03:56+00:00,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0
@CBS,2018-02-13 18:54:52+00:00,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0
@CBS,2018-02-12 18:49:45+00:00,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0
@CBS,2018-02-12 01:32:33+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0
@CBS,2018-02-09 00:50:01+00:00,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0
@CBS,2018-02-08 16:09:35+00:00,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186
@CBS,2018-02-07 18:35:19+00:00,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0
@CNN,2018-03-21 03:16:04+00:00,"Cambridge Analytica has suspended CEO Alexander Nix, the latest development in a complicated story involving the em… https://t.co/Zip5BdjeIo",-0.4767,0.0,0.838,0.162
@CNN,2018-03-21 03:02:18+00:00,WhatsApp cofounder Brian Acton has a message for Facebook users: Delete Facebook. https://t.co/fhYGtoqcro,0.0,0.0,1.0,0.0
@CNN,2018-03-21 03:01:02+00:00,"""As we wait for legislative reforms aimed at tackling recidivism, America's private businesses can help put a stop… https://t.co/GDXMW7lhcj",0.4019,0.137,0.863,0.0
@CNN,2018-03-21 02:49:36+00:00,"Billionaire Pritzker wins Dem nomination in Illinois Governor's race, CNN projects https://t.co/7R7w5EIcjT https://t.co/BztAiaq33j",0.5719,0.236,0.764,0.0
@CNN,2018-03-21 02:46:04+00:00,"""DO NOT CONGRATULATE"" tells you everything you need to know about Donald Trump's psyche | Analysis by @CillizzaCNN… https://t.co/CxdDtnaV4E",0.6037,0.188,0.812,0.0
@CNN,2018-03-21 02:36:04+00:00,Ohio might soon have an official state dog. 12 other states already do: https://t.co/NplMFp1JwG https://t.co/d8rmMibvDj,0.0,0.0,1.0,0.0
@CNN,2018-03-21 02:31:07+00:00,"""The death of gentle giant Sudan is a loss for the world. But we don't have to let it be in vain,"" writes Jill Fili… https://t.co/D7Mo3FfVt7",-0.5106,0.093,0.707,0.199
@CNN,2018-03-21 02:16:03+00:00,Uber's self-driving car fatality draws national scrutiny as local and federal investigators continue to examine the… https://t.co/q8eiT3OEmt,-0.6705,0.0,0.78,0.22
@CNN,2018-03-21 02:11:06+00:00,"President Trump said Rick Saccone ""didn't quite make it"" in the Pennsylvania special election, despite the fact tha… https://t.co/RRPgmHg7r4",0.4019,0.13,0.87,0.0
@CNN,2018-03-21 02:09:35+00:00,A Holocaust denier is now officially the Republican nominee in a Chicago-area House race after running unopposed in… https://t.co/iY0begq1Wr,-0.3612,0.0,0.865,0.135
@CNN,2018-03-21 02:07:37+00:00,Exclusive: Scientist at center of data controversy says Facebook is making him a scapegoat https://t.co/dQwpcz8jdU https://t.co/IsuNboAGhd,-0.296,0.087,0.756,0.157
@CNN,2018-03-21 02:01:07+00:00,A Cambridge Analytica researcher touted data mining in a speech in Russia four years ago https://t.co/gg9ihdgKOW https://t.co/vhZclSt6uB,-0.0516,0.0,0.921,0.079
@CNN,2018-03-21 01:50:08+00:00,"White House Legislative Affairs Director Marc Short tells CNN there are ""too many obstacles to tackle"" to be able t… https://t.co/OreBEZofSj",-0.3818,0.0,0.885,0.115
@CNN,2018-03-21 01:42:10+00:00,"Anemia is emerging as a threat that can double the risk of death in pregnant women, according to a new study https://t.co/pZwhhbyZdA",-0.8555,0.0,0.644,0.356
@CNN,2018-03-21 01:38:45+00:00,"FBI Director Christopher Wray says he feels no political pressure from the White House and President Trump has ""nev… https://t.co/j4febjvZBk",-0.5267,0.0,0.804,0.196
@CNN,2018-03-21 01:31:20+00:00,"RT @AC360: In an interview with @AndersonCooper, the attorneys for Stormy Daniels and Michael Cohen clashed over whether President Donald T…",0.0,0.0,1.0,0.0
@CNN,2018-03-21 01:30:24+00:00,"RT @cnnbrk: Austin police say the latest reported package incident involved an incendiary device, not a bomb. Right now, authorities do not…",0.3875,0.116,0.884,0.0
@CNN,2018-03-21 01:24:52+00:00,"The Austin Police Department says the reported explosion was not a bomb, but rather an incendiary device.

""At this… https://t.co/TbswI3jaCa",0.2057,0.092,0.908,0.0
@CNN,2018-03-21 01:09:09+00:00,"At least one person was injured in a reported explosion in a south Austin, Texas, neighborhood, officials with Aust… https://t.co/C8EmKaEz9f",-0.4019,0.0,0.863,0.137
@CNN,2018-03-21 00:52:09+00:00,"At least one person was injured in another reported explosion in Austin, Texas, officials say. Police are respondin… https://t.co/ajAX99LYWi",-0.4019,0.0,0.87,0.13
@CNN,2018-03-21 03:16:04+00:00,"Cambridge Analytica has suspended CEO Alexander Nix, the latest development in a complicated story involving the em… https://t.co/Zip5BdjeIo",-0.4767,0.0,0.838,0.162
@CNN,2018-03-21 03:02:18+00:00,WhatsApp cofounder Brian Acton has a message for Facebook users: Delete Facebook. https://t.co/fhYGtoqcro,0.0,0.0,1.0,0.0
@CNN,2018-03-21 03:01:02+00:00,"""As we wait for legislative reforms aimed at tackling recidivism, America's private businesses can help put a stop… https://t.co/GDXMW7lhcj",0.4019,0.137,0.863,0.0
@CNN,2018-03-21 02:49:36+00:00,"Billionaire Pritzker wins Dem nomination in Illinois Governor's race, CNN projects https://t.co/7R7w5EIcjT https://t.co/BztAiaq33j",0.5719,0.236,0.764,0.0
@CNN,2018-03-21 02:46:04+00:00,"""DO NOT CONGRATULATE"" tells you everything you need to know about Donald Trump's psyche | Analysis by @CillizzaCNN… https://t.co/CxdDtnaV4E",0.6037,0.188,0.812,0.0
@CNN,2018-03-21 02:36:04+00:00,Ohio might soon have an official state dog. 12 other states already do: https://t.co/NplMFp1JwG https://t.co/d8rmMibvDj,0.0,0.0,1.0,0.0
@CNN,2018-03-21 02:31:07+00:00,"""The death of gentle giant Sudan is a loss for the world. But we don't have to let it be in vain,"" writes Jill Fili… https://t.co/D7Mo3FfVt7",-0.5106,0.093,0.707,0.199
@CNN,2018-03-21 02:16:03+00:00,Uber's self-driving car fatality draws national scrutiny as local and federal investigators continue to examine the… https://t.co/q8eiT3OEmt,-0.6705,0.0,0.78,0.22
@CNN,2018-03-21 02:11:06+00:00,"President Trump said Rick Saccone ""didn't quite make it"" in the Pennsylvania special election, despite the fact tha… https://t.co/RRPgmHg7r4",0.4019,0.13,0.87,0.0
@CNN,2018-03-21 02:09:35+00:00,A Holocaust denier is now officially the Republican nominee in a Chicago-area House race after running unopposed in… https://t.co/iY0begq1Wr,-0.3612,0.0,0.865,0.135
@CNN,2018-03-21 02:07:37+00:00,Exclusive: Scientist at center of data controversy says Facebook is making him a scapegoat https://t.co/dQwpcz8jdU https://t.co/IsuNboAGhd,-0.296,0.087,0.756,0.157
@CNN,2018-03-21 02:01:07+00:00,A Cambridge Analytica researcher touted data mining in a speech in Russia four years ago https://t.co/gg9ihdgKOW https://t.co/vhZclSt6uB,-0.0516,0.0,0.921,0.079
@CNN,2018-03-21 01:50:08+00:00,"White House Legislative Affairs Director Marc Short tells CNN there are ""too many obstacles to tackle"" to be able t… https://t.co/OreBEZofSj",-0.3818,0.0,0.885,0.115
@CNN,2018-03-21 01:42:10+00:00,"Anemia is emerging as a threat that can double the risk of death in pregnant women, according to a new study https://t.co/pZwhhbyZdA",-0.8555,0.0,0.644,0.356
@CNN,2018-03-21 01:38:45+00:00,"FBI Director Christopher Wray says he feels no political pressure from the White House and President Trump has ""nev… https://t.co/j4febjvZBk",-0.5267,0.0,0.804,0.196
@CNN,2018-03-21 01:31:20+00:00,"RT @AC360: In an interview with @AndersonCooper, the attorneys for Stormy Daniels and Michael Cohen clashed over whether President Donald T…",0.0,0.0,1.0,0.0
@CNN,2018-03-21 01:30:24+00:00,"RT @cnnbrk: Austin police say the latest reported package incident involved an incendiary device, not a bomb. Right now, authorities do not…",0.3875,0.116,0.884,0.0
@CNN,2018-03-21 01:24:52+00:00,"The Austin Police Department says the reported explosion was not a bomb, but rather an incendiary device.

""At this… https://t.co/TbswI3jaCa",0.2057,0.092,0.908,0.0
@CNN,2018-03-21 01:09:09+00:00,"At least one person was injured in a reported explosion in a south Austin, Texas, neighborhood, officials with Aust… https://t.co/C8EmKaEz9f",-0.4019,0.0,0.863,0.137
@CNN,2018-03-21 00:52:09+00:00,"At least one person was injured in another reported explosion in Austin, Texas, officials say. Police are respondin… https://t.co/ajAX99LYWi",-0.4019,0.0,0.87,0.13
@CNN,2018-03-21 00:42:42+00:00,"Police in Austin, Texas, are responding to a report of another package explosion in the city. Follow live updates: https://t.co/bNRYeRE1p3",0.0,0.0,1.0,0.0
@CNN,2018-03-21 00:40:11+00:00,"RT @OutFrontCNN: Austin Mayor Steve Adler tells @ErinBurnett the explosion at a FedEx facility near San Antonio ""seem to be connected"" to r…",0.0,0.0,1.0,0.0
@CNN,2018-03-21 00:32:03+00:00,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/9mDUgBmDkm",-0.5574,0.0,0.833,0.167
@CNN,2018-03-21 00:26:07+00:00,This isn't your father's Democratic Party | Analysis by @CillizzaCNN https://t.co/7I36SFVMDC https://t.co/hnGQ7TOeJz,0.4019,0.213,0.787,0.0
@CNN,2018-03-21 00:17:47+00:00,"Hundreds of flights have been canceled and more than 70 million people are under a winter storm watch, warning or a… https://t.co/fi5jW5mjuk",-0.34,0.0,0.893,0.107
@CNN,2018-03-21 00:13:17+00:00,US President Trump congratulated Russian President Vladimir Putin on his re-election despite the warnings from mult… https://t.co/95jqmjFqpa,0.2235,0.106,0.894,0.0
@CNN,2018-03-21 00:12:56+00:00,"RT @AC360: Exclusive: Aleksandr Kogan, the data scientist who worked with Cambridge Analytica to harvest data, tells @AndersonCooper he did…",0.128,0.073,0.927,0.0
@CNN,2018-03-21 00:12:34+00:00,The House Foreign Affairs panel's top Democrat says whistleblowers have come forward to allege a plot to remove the… https://t.co/Lex4BEAx8Y,0.2023,0.091,0.909,0.0
@CNN,2018-03-21 00:00:49+00:00,"Former Nixon WH counsel John Dean on Trump and Mueller: We're seeing ""the difference between cutting somebody off a… https://t.co/tYn6vvxuu8",-0.128,0.0,0.927,0.073
